source_dataset,source_key,source_label,occurrences,status,disqualifies_normal,reason,action_required
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,195042002,66,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,HVOLT,62,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,251170000,61,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,50799005,59,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,164896001,59,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,54329005,57,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,75532003,56,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,164947007,52,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,57054005,49,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,ISCAN,44,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,67751000119106,36,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,TAB_,35,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,5609005,33,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,54016002,31,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,426648003,24,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,49578007,23,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,TRIGU,20,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,251187003,17,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,3AVB,16,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,251166008,16,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,233892002,15,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,2AVB,14,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,61277005,14,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,195060002,12,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,426664006,12,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,251164006,11,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,PRC(S),10,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,63593006,9,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,251180001,8,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,446813000,8,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,17366009,7,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,426627000,7,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,111288001,7,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,426183003,7,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,251120003,6,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,65778007,5,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,445211001,5,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,418818005,5,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,251173003,3,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,164942001,3,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,11157007,3,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,77867006,2,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,67741000119109,1,EXCLUDE_UNKNOWN_CODE,True,"Label present in the data but not declared in config/label_mapping.yaml. Never guessed: it cannot create a target label, and (per unknown_code_policy) it is treated as a possible pathology so it blocks the NORMAL label.",Define this label in config/label_mapping.yaml if it is clinically relevant to STEMI/AF/LVH/NORMAL; otherwise it stays excluded and blocks NORMAL.
PTB-XL v1.0.3,ptbxl,VCLVH (),(declared),EXCLUDE_UNCERTAIN,True,"""Voltage criteria (QRS) for left ventricular hypertrophy"". VERIFIED from scp_statements.csv: this is a FORM statement (form=1, diagnostic=NaN, no diagnostic_class) -- it records a voltage measurement, not an LVH diagnosis. PTB-XL's own annotators kept it distinct from LVH. The project rules explicitly forbid mapping ""nonspecific voltage abnormalities"" to LVH. 875 records. Flip to ACCEPT/LVH only if you decide voltage criteria alone should count -- and document that choice in your thesis if you do.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,AFLT (),(declared),EXCLUDE_UNCERTAIN,True,"Atrial flutter. A distinct macro-reentrant atrial arrhythmia with a different ECG morphology (sawtooth flutter waves, often regular ventricular response). Explicitly excluded from AF by project rules. 73 records.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,SVTAC (),(declared),EXCLUDE_UNCERTAIN,True,Supraventricular tachycardia -- not AF.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,PSVT (),(declared),EXCLUDE_UNCERTAIN,True,Paroxysmal SVT -- not AF.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,SVARR (),(declared),EXCLUDE_UNCERTAIN,True,"Supraventricular arrhythmia, unspecified -- 'unspecified irregular rhythm', excluded from AF by project rules.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,IMI (),(declared),EXCLUDE_UNCERTAIN,True,"Inferior MI -- location only, no ST-elevation assertion. Not mappable to STEMI.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,ASMI (),(declared),EXCLUDE_UNCERTAIN,True,Anteroseptal MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,AMI (),(declared),EXCLUDE_UNCERTAIN,True,Anterior MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,ALMI (),(declared),EXCLUDE_UNCERTAIN,True,Anterolateral MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,ILMI (),(declared),EXCLUDE_UNCERTAIN,True,Inferolateral MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,LMI (),(declared),EXCLUDE_UNCERTAIN,True,Lateral MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,PMI (),(declared),EXCLUDE_UNCERTAIN,True,Posterior MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,IPMI (),(declared),EXCLUDE_UNCERTAIN,True,Inferoposterior MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,IPLMI (),(declared),EXCLUDE_UNCERTAIN,True,Inferoposterolateral MI -- location only. Not mappable to STEMI.,Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,INJAS (),(declared),EXCLUDE_UNCERTAIN,True,"Subendocardial injury, anteroseptal. SUBendocardial injury is the electrophysiological opposite of transmural ST-elevation. Never STEMI.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,INJAL (),(declared),EXCLUDE_UNCERTAIN,True,"Subendocardial injury, anterolateral. Never STEMI.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,INJIN (),(declared),EXCLUDE_UNCERTAIN,True,"Subendocardial injury, inferior. Never STEMI.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,INJIL (),(declared),EXCLUDE_UNCERTAIN,True,"Subendocardial injury, inferolateral. Never STEMI.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,INJLA (),(declared),EXCLUDE_UNCERTAIN,True,"Subendocardial injury, lateral. Never STEMI.",Deliberate refusal to guess. Review and decide explicitly.
PTB-XL v1.0.3,ptbxl,STE_ (),(declared),EXCLUDE_UNCERTAIN,True,"'Non-specific ST elevation' -- a FORM statement. ST elevation alone is not STEMI (cf. early repolarisation, pericarditis, LVH strain, LBBB). Mapping this to STEMI is exactly the error the project rules forbid.",Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,55827005 (UNDEFINED IN THIS DISTRIBUTION -- evidence indicates LVH),(declared),EXCLUDE_RECORD,True,"SNOMED-CT 55827005 occurs in 5384 Chapman/Ningbo records (12% of the database) but is NOT defined in the shipped ConditionNames_SNOMED-CT.csv. EMPIRICAL INVESTIGATION (see README section 6). Signal-level testing indicates this code IS left ventricular hypertrophy: * Sokolow-Lyon voltage, measured from the waveforms: median 3.73 mV with 63.6% exceeding the 3.5 mV LVH threshold. PTB-XL's own diagnostic LVH statement scores 3.59 mV / 53.8% -- i.e. these records are indistinguishable from confirmed LVH annotated by a different institution in a different country. * Two independent control groups (Chapman sinus-rhythm-only, PTB-XL NORM) both sit at ~2.2 mV / ~3%, cross-validating the measurement. * Confounder ""sick older patients"" excluded: comorbidity-matched flutter patients without either LVH code score 2.22 mV / 8.8%. * Confounder ""LBBB"" excluded: QRS duration 70 ms, identical to normals (70 ms) and LVH (74 ms), versus 148 ms for confirmed CLBBB. DECISION: the records are nevertheless EXCLUDED ENTIRELY, because the evidence is behavioural rather than documentary -- the distribution still does not define the code, and no clinician has signed it off. EXCLUDE_RECORD (not EXCLUDE_UNCERTAIN) is used deliberately: leaving these records in the cohort under some other label would silently assert LVH=0 on ~370 recordings that most likely DO have LVH, which would train the LVH head against the truth. Dropping the records forfeits data but asserts nothing false. COST: removes ~5384 records from the candidate pool, of which ~370 would otherwise have been kept (mostly as AF). AF falls from 3107 to roughly 2741 valid records; LVH is essentially unchanged. TO ACCEPT IT AS LVH once a clinician confirms the code, set: maps_to: LVH status: ACCEPT which raises Chapman LVH from 645 to ~6027 and total LVH to ~8159.",Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,164890007 (AF),(declared),EXCLUDE_UNCERTAIN,True,"*** NAMING TRAP: the acronym ""AF"" in this dataset means ATRIAL FLUTTER, not atrial fibrillation. *** 8036 records. Mapping this acronym to CardioSentry AF would inject 8036 flutter ECGs into the AF class -- more than four times the true AF count -- and is explicitly forbidden by the project rules. Atrial fibrillation is 164889003.",Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,426761007 (SVT),(declared),EXCLUDE_UNCERTAIN,True,SVT -- not AF. Excluded by project rules.,Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,713422000 (AT),(declared),EXCLUDE_UNCERTAIN,True,"Atrial tachycardia -- an organised atrial arrhythmia, not AF.",Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,233897008 (AVRT),(declared),EXCLUDE_UNCERTAIN,True,AVRT -- not AF.,Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,427393009 (SA),(declared),EXCLUDE_UNCERTAIN,True,Sinus irregularity -- an 'unspecified irregular rhythm'. Explicitly excluded from AF by project rules.,Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,195101003 (SAAWR),(declared),EXCLUDE_UNCERTAIN,True,Wandering atrial pacemaker -- irregular but not AF.,Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,164865005 (MISW),(declared),EXCLUDE_UNCERTAIN,True,"Lateral-wall MI -- location only, no ST-elevation or acuity assertion. Not mappable to STEMI.",Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,164930006 (STE),(declared),EXCLUDE_UNCERTAIN,True,ST elevation as a morphological finding. ST elevation alone is not STEMI. Not mappable.,Deliberate refusal to guess. Review and decide explicitly.
Chapman-Shaoxing / Ningbo 12-lead ECG database,chapman,164917005 (AQW),(declared),EXCLUDE_UNCERTAIN,True,Q waves -- suggest prior/established infarction. Explicitly excluded from STEMI by project rules (Q-wave MI).,Deliberate refusal to guess. Review and decide explicitly.
